Type_of_change,Image_path,True_label,Prediction,Scores,Confidence
spanish_prompts3,data/test/comic/IMP-1979-12-03-a-i0187.jpg,4,4,12.727497,0.9610081
spanish_prompts3,data/test/comic/IMP-1993-04-16-a-i0150.jpg,4,0,10.538097,0.3688682
spanish_prompts3,data/test/comic/EXP-1966-07-15-a-i0238.jpg,4,3,8.658177,0.70397073
spanish_prompts3,data/test/comic/EXP-1966-07-16-a-i0254_6.jpg,4,2,12.48409,0.8881191
spanish_prompts3,data/test/comic/IMP-1959-12-05-a-i0123.jpg,4,0,10.164404,0.54092836
spanish_prompts3,data/test/comic/EXP-1979-12-29-a-i0132.jpg,4,2,9.787313,0.6304647
spanish_prompts3,data/test/comic/IMP-2012-10-15-a-i0103.jpg,4,4,9.931639,0.6233603
spanish_prompts3,data/test/comic/EXP-1989-08-16-a-i0308_4.jpg,4,2,12.515415,0.8936923
spanish_prompts3,data/test/comic/EXP-1958-01-21-a-i0185.jpg,4,1,13.950318,0.83782476
spanish_prompts3,data/test/comic/EXP-1967-01-26-a-i0258_3.jpg,4,4,13.834506,0.98564917
spanish_prompts3,data/test/comic/EXP-1965-01-28-a-i0311.jpg,4,2,11.105675,0.90851384
spanish_prompts3,data/test/comic/EXP-2004-11-03-a-i0131_2.jpg,4,4,13.172682,0.51991636
spanish_prompts3,data/test/comic/EXP-1998-11-11-a-i0396.jpg,4,6,9.826759,0.6803726
spanish_prompts3,data/test/comic/EXP-1968-06-14-a-i0472.jpg,4,4,12.49021,0.7396289
spanish_prompts3,data/test/comic/EXP-2000-03-18-a-i0362.jpg,4,0,13.487823,0.8747037
spanish_prompts3,data/test/comic/EXP-1976-12-31-a-i0420.jpg,4,4,10.760325,0.67252725
spanish_prompts3,data/test/comic/EXP-1962-01-05-a-i0084_2.jpg,4,4,12.356636,0.9333609
spanish_prompts3,data/test/comic/IMP-1949-09-09-a-i0013.jpg,4,4,14.315409,0.95186335
spanish_prompts3,data/test/comic/EXP-1940-04-09-a-i0069.jpg,4,2,8.239851,0.40358752
spanish_prompts3,data/test/comic/IMP-1942-05-29-a-i0016.jpg,4,4,11.221695,0.6065347
spanish_prompts3,data/test/comic/IMP-1959-02-06-a-i0032.jpg,4,2,14.789314,0.47010624
spanish_prompts3,data/test/comic/GDL-1915-12-05-a-i0098.jpg,4,4,9.016537,0.46677253
spanish_prompts3,data/test/comic/IMP-1947-07-04-a-i0016.jpg,4,2,9.805508,0.3566655
spanish_prompts3,data/test/map/GDL-1907-04-02-a-i0069.jpg,5,5,9.642429,0.53547865
spanish_prompts3,data/test/map/GDL-1950-05-17-a-i0056.jpg,5,5,10.802313,0.7524476
spanish_prompts3,data/test/map/GDL-1991-06-01-a-i0298.jpg,5,5,8.276679,0.5504005
spanish_prompts3,data/test/map/LCE-1998-03-06-a-i0015_2.jpg,5,5,11.823948,0.98932797
spanish_prompts3,data/test/map/GDL-1941-07-15-a-i0121.jpg,5,5,10.87614,0.96054155
spanish_prompts3,data/test/map/IMP-1960-01-16-a-i0024.jpg,5,5,7.876981,0.49389702
spanish_prompts3,data/test/map/EXP-1992-02-14-a-i0439_3.jpg,5,5,10.415413,0.91830826
spanish_prompts3,data/test/map/EXP-1957-07-04-a-i0103_2.jpg,5,5,7.3157463,0.43835187
spanish_prompts3,data/test/map/JDG-1987-04-10-a-i0203_2.jpg,5,5,10.828433,0.9779635
spanish_prompts3,data/test/map/EXP-2009-01-31-a-i0302_2.jpg,5,2,9.8622265,0.6850497
spanish_prompts3,data/test/map/JDG-1959-02-02-a-i0018.jpg,5,5,9.666041,0.33174488
spanish_prompts3,data/test/map/EXP-2003-09-29-a-i0014.jpg,5,2,6.639861,0.5439074
spanish_prompts3,data/test/map/GDL-1918-12-02-a-i0002.jpg,5,1,10.129215,0.6517734
spanish_prompts3,data/test/map/EXP-2017-08-02-a-i0209.jpg,5,5,11.543533,0.95399946
spanish_prompts3,data/test/map/JDG-1940-03-08-a-i0008.jpg,5,5,8.902705,0.63026303
spanish_prompts3,data/test/map/EXP-1979-10-23-a-i0132_2.jpg,5,5,11.195998,0.7768038
spanish_prompts3,data/test/logo/IMP-1915-06-08-a-i0031.jpg,3,7,14.298075,0.92512214
spanish_prompts3,data/test/logo/EXP-2005-11-16-a-i0232_2.jpg,3,3,12.900494,0.92005813
spanish_prompts3,data/test/logo/JDG-1907-11-03-a-i0012.jpg,3,3,16.644161,0.9991455
spanish_prompts3,data/test/logo/LCE-1970-04-14-a-i0026.jpg,3,7,16.032755,0.94230425
spanish_prompts3,data/test/logo/IMP-2016-11-03-a-i0254.jpg,3,3,15.750998,0.9380688
spanish_prompts3,data/test/logo/IMP-1963-03-12-a-i0199.jpg,3,3,12.759189,0.944175
spanish_prompts3,data/test/logo/LCE-1903-12-23-a-i0048.jpg,3,4,13.368036,0.67851985
spanish_prompts3,data/test/logo/LCE-1923-06-22-a-i0016.jpg,3,3,12.622559,0.53758115
spanish_prompts3,data/test/logo/IMP-1979-12-27-a-i0050.jpg,3,7,10.866077,0.89741457
spanish_prompts3,data/test/logo/EXP-2017-10-24-a-i0150.jpg,3,5,11.196389,0.8563035
spanish_prompts3,data/test/logo/EXP-1966-11-11-a-i0429.jpg,3,7,15.215246,0.7075462
spanish_prompts3,data/test/logo/JDG-1909-10-12-a-i0099.jpg,3,3,12.079543,0.8778166
spanish_prompts3,data/test/logo/LCE-1981-02-17-a-i0063_2.jpg,3,3,10.106743,0.541192
spanish_prompts3,data/test/logo/JDG-1970-04-09-a-i0185.jpg,3,3,17.499073,0.99552613
spanish_prompts3,data/test/logo/IMP-1973-01-30-a-i0025.jpg,3,7,10.294439,0.96859956
spanish_prompts3,data/test/logo/LCE-1909-05-26-a-i0023.jpg,3,3,10.130732,0.64421886
spanish_prompts3,data/test/logo/GDL-1978-02-27-a-i0145.jpg,3,3,14.865874,0.98428047
spanish_prompts3,data/test/logo/EXP-2003-01-31-a-i0051.jpg,3,3,8.318708,0.46882895
spanish_prompts3,data/test/logo/EXP-2016-03-11-a-i0182.jpg,3,3,10.91621,0.9209819
spanish_prompts3,data/test/logo/LCE-1929-06-14-a-i0044.jpg,3,4,9.6992855,0.54211986
spanish_prompts3,data/test/logo/IMP-1915-03-27-a-i0043.jpg,3,7,12.51861,0.64340633
spanish_prompts3,data/test/logo/IMP-1996-03-27-a-i0210_2.jpg,3,3,12.032166,0.62230486
spanish_prompts3,data/test/logo/LCE-1904-11-26-a-i0031.jpg,3,7,12.134745,0.9887371
spanish_prompts3,data/test/logo/IMP-1990-08-22-a-i0508.jpg,3,3,18.51143,0.9999454
spanish_prompts3,data/test/logo/LCE-1924-03-03-a-i0033.jpg,3,7,9.220495,0.40603203
spanish_prompts3,data/test/logo/LCE-1952-05-16-a-i0010.jpg,3,6,8.5883255,0.78850204
spanish_prompts3,data/test/logo/LCE-1952-08-29-a-i0021.jpg,3,3,12.782261,0.79844016
spanish_prompts3,data/test/logo/LCE-1970-06-23-a-i0095_2.jpg,3,3,13.142601,0.97081167
spanish_prompts3,data/test/logo/LCE-1977-11-18-a-i0010.jpg,3,3,16.01792,0.8132614
spanish_prompts3,data/test/logo/IMP-1980-04-03-a-i0263.jpg,3,3,12.872148,0.6087604
spanish_prompts3,data/test/logo/LCE-1903-11-04-a-i0027.jpg,3,3,8.590321,0.6595022
spanish_prompts3,data/test/logo/EXP-1906-02-05-a-i0060.jpg,3,3,10.671036,0.85889655
spanish_prompts3,data/test/logo/LCE-1908-11-04-a-i0048.jpg,3,3,14.628525,0.7752745
spanish_prompts3,data/test/logo/LCE-1939-02-22-a-i0036.jpg,3,3,13.029135,0.99832517
spanish_prompts3,data/test/logo/EXP-1979-05-04-a-i0025.jpg,3,3,12.342552,0.95075583
spanish_prompts3,data/test/logo/EXP-1923-03-21-a-i0023.jpg,3,7,10.9759865,0.8414344
spanish_prompts3,data/test/logo/GDL-1965-04-27-a-i0119.jpg,3,3,14.672501,0.7966863
spanish_prompts3,data/test/logo/JDG-1977-12-17-a-i0244.jpg,3,7,13.8764305,0.8560793
spanish_prompts3,data/test/logo/JDG-1907-12-13-a-i0050.jpg,3,3,12.247513,0.9560121
spanish_prompts3,data/test/logo/EXP-1953-05-30-a-i0157.jpg,3,3,11.291617,0.6082434
spanish_prompts3,data/test/logo/JDG-1925-08-29-a-i0041.jpg,3,3,12.243127,0.98038197
spanish_prompts3,data/test/logo/JDG-1982-07-05-a-i0042.jpg,3,7,14.278141,0.9841495
spanish_prompts3,data/test/logo/LCE-1952-05-09-a-i0053_2.jpg,3,3,7.9874754,0.44124687
spanish_prompts3,data/test/logo/LCE-1975-02-14-a-i0004.jpg,3,7,10.619602,0.9854386
spanish_prompts3,data/test/logo/IMP-2014-01-03-a-i0088.jpg,3,3,13.099008,0.8500509
spanish_prompts3,data/test/photo/EXP-1928-01-09-a-i0056.jpg,6,7,8.413639,0.54643077
spanish_prompts3,data/test/photo/EXP-2002-04-06-a-i0048.jpg,6,4,11.867197,0.92790765
spanish_prompts3,data/test/photo/IMP-1936-05-11-a-i0011.jpg,6,6,9.166467,0.36716577
spanish_prompts3,data/test/photo/IMP-1996-09-21-a-i0207.jpg,6,4,7.9144306,0.4380503
spanish_prompts3,data/test/photo/GDL-1989-04-08-a-i0200.jpg,6,6,12.617005,0.9797544
spanish_prompts3,data/test/photo/EXP-1929-08-09-a-i0096.jpg,6,6,11.408808,0.95081455
spanish_prompts3,data/test/photo/IMP-1972-04-20-a-i0026.jpg,6,6,7.740547,0.5345505
spanish_prompts3,data/test/photo/IMP-2006-06-27-a-i0272.jpg,6,3,6.1887813,0.32898587
spanish_prompts3,data/test/photo/IMP-1934-12-26-a-i0010.jpg,6,6,13.081041,0.988204
spanish_prompts3,data/test/photo/IMP-1960-07-25-a-i0010.jpg,6,6,9.412741,0.52889496
spanish_prompts3,data/test/photo/IMP-1946-09-13-a-i0004.jpg,6,6,13.402344,0.9983821
spanish_prompts3,data/test/photo/EXP-1967-08-21-a-i0234.jpg,6,1,8.214558,0.6831146
spanish_prompts3,data/test/photo/IMP-1944-04-03-a-i0005.jpg,6,3,8.075247,0.39666122
spanish_prompts3,data/test/photo/IMP-1968-08-09-a-i0158.jpg,6,6,11.389763,0.9366255
spanish_prompts3,data/test/photo/EXP-2009-06-27-a-i0182.jpg,6,3,6.160122,0.56900537
spanish_prompts3,data/test/photo/EXP-2017-04-22-a-i0197.jpg,6,1,8.926688,0.6620999
spanish_prompts3,data/test/photo/EXP-1967-04-24-a-i0127.jpg,6,4,7.052349,0.5541466
spanish_prompts3,data/test/photo/IMP-2009-12-01-a-i0072.jpg,6,7,5.241667,0.40105948
spanish_prompts3,data/test/photo/GDL-1940-07-31-a-i0068.jpg,6,6,9.989027,0.3815079
spanish_prompts3,data/test/photo/IMP-2004-06-19-a-i0149.jpg,6,6,8.243336,0.7899464
spanish_prompts3,data/test/photo/EXP-2015-07-13-a-i0127.jpg,6,6,9.055692,0.647216
spanish_prompts3,data/test/photo/EXP-1913-03-10-a-i0089.jpg,6,6,10.299548,0.571233
spanish_prompts3,data/test/photo/EXP-1925-02-14-a-i0084.jpg,6,1,10.342714,0.53374755
spanish_prompts3,data/test/photo/IMP-1948-05-05-a-i0044.jpg,6,6,9.661171,0.66607594
spanish_prompts3,data/test/photo/LCE-1909-06-23-a-i0020.jpg,6,6,10.66481,0.8446513
spanish_prompts3,data/test/photo/IMP-1941-09-09-a-i0010.jpg,6,6,9.86112,0.8583784
spanish_prompts3,data/test/photo/EXP-1929-04-20-a-i0006.jpg,6,6,9.564777,0.97230375
spanish_prompts3,data/test/photo/IMP-1915-11-10-a-i0006_2.jpg,6,6,11.875851,0.8649553
spanish_prompts3,data/test/photo/EXP-2003-04-09-a-i0164.jpg,6,7,5.4758945,0.40268788
spanish_prompts3,data/test/photo/EXP-1975-09-10-a-i0205.jpg,6,1,10.575724,0.9406011
spanish_prompts3,data/test/photo/EXP-1961-06-08-a-i0104.jpg,6,6,6.212468,0.43422547
spanish_prompts3,data/test/photo/EXP-1950-03-31-a-i0008.jpg,6,6,11.645412,0.9943037
spanish_prompts3,data/test/photo/IMP-1958-01-03-a-i0117.jpg,6,6,11.048921,0.953375
spanish_prompts3,data/test/photo/JDG-1945-04-11-a-i0005.jpg,6,6,8.340775,0.89118135
spanish_prompts3,data/test/photo/EXP-2014-01-10-a-i0101_2.jpg,6,6,5.771422,0.46385905
spanish_prompts3,data/test/photo/IMP-1966-12-10-a-i0326.jpg,6,6,9.895359,0.48008507
spanish_prompts3,data/test/photo/IMP-1984-09-11-a-i0275.jpg,6,6,7.761273,0.50544405
spanish_prompts3,data/test/photo/EXP-2005-01-21-a-i0307.jpg,6,1,8.916765,0.38088188
spanish_prompts3,data/test/photo/EXP-1938-12-12-a-i0119.jpg,6,6,9.029775,0.7542817
spanish_prompts3,data/test/photo/IMP-1967-04-21-a-i0279.jpg,6,6,9.90505,0.7281943
spanish_prompts3,data/test/photo/EXP-2000-09-13-a-i0271.jpg,6,3,8.188824,0.4500581
spanish_prompts3,data/test/photo/EXP-2016-04-04-a-i0128.jpg,6,5,7.8951445,0.582893
spanish_prompts3,data/test/photo/EXP-1966-02-18-a-i0473.jpg,6,6,11.213221,0.9252545
spanish_prompts3,data/test/photo/IMP-1930-01-08-a-i0004.jpg,6,6,10.876619,0.68847203
spanish_prompts3,data/test/photo/EXP-1996-09-10-a-i0259.jpg,6,3,7.6574955,0.37788278
spanish_prompts3,data/test/photo/IMP-2006-03-11-a-i0243.jpg,6,7,6.6194954,0.74859834
spanish_prompts3,data/test/photo/EXP-1965-12-16-a-i0130.jpg,6,6,11.405064,0.86512333
spanish_prompts3,data/test/photo/JDG-1982-04-21-a-i0076.jpg,6,6,10.881205,0.7504336
spanish_prompts3,data/test/photo/IMP-1938-02-02-a-i0008.jpg,6,0,7.165953,0.30366325
spanish_prompts3,data/test/photo/LCE-1982-12-14-a-i0038.jpg,6,1,8.692526,0.7258965
spanish_prompts3,data/test/photo/EXP-1935-06-11-a-i0006.jpg,6,6,12.366165,0.7271159
spanish_prompts3,data/test/photo/EXP-2004-11-29-a-i0091.jpg,6,6,6.5228076,0.41767815
spanish_prompts3,data/test/photo/EXP-1953-08-18-a-i0007.jpg,6,6,12.854886,0.99090075
spanish_prompts3,data/test/photo/IMP-1929-08-23-a-i0002.jpg,6,6,10.614201,0.88263834
spanish_prompts3,data/test/photo/IMP-1974-11-29-a-i0092.jpg,6,6,7.773538,0.32042632
spanish_prompts3,data/test/photo/IMP-1962-03-23-a-i0300.jpg,6,6,13.58411,0.9664698
spanish_prompts3,data/test/photo/IMP-1976-06-14-a-i0140.jpg,6,6,9.560576,0.7831825
spanish_prompts3,data/test/photo/JDG-1937-11-19-a-i0106.jpg,6,6,7.950396,0.67225057
spanish_prompts3,data/test/photo/GDL-1993-03-13-a-i0130.jpg,6,3,8.050891,0.7554141
spanish_prompts3,data/test/photo/JDG-1936-12-30-a-i0033.jpg,6,6,10.629744,0.9456371
spanish_prompts3,data/test/photo/EXP-1970-05-26-a-i0220.jpg,6,6,10.447016,0.87706155
spanish_prompts3,data/test/photo/GDL-1984-06-26-a-i0081.jpg,6,1,9.883358,0.9054349
spanish_prompts3,data/test/photo/EXP-1968-12-12-a-i0341.jpg,6,1,6.471708,0.43987703
spanish_prompts3,data/test/photo/GDL-1965-11-27-a-i0316.jpg,6,6,13.210908,0.9823775
spanish_prompts3,data/test/photo/EXP-1982-07-29-a-i0138.jpg,6,1,10.746069,0.8897945
spanish_prompts3,data/test/photo/IMP-2008-09-16-a-i0309.jpg,6,3,10.918503,0.5200996
spanish_prompts3,data/test/photo/EXP-1963-12-18-a-i0160.jpg,6,6,8.792902,0.4933787
spanish_prompts3,data/test/photo/LCE-1969-01-09-a-i0002.jpg,6,6,8.665635,0.67916703
spanish_prompts3,data/test/photo/IMP-1989-08-16-a-i0106.jpg,6,1,7.229054,0.6094997
spanish_prompts3,data/test/photo/EXP-2002-11-14-a-i0041.jpg,6,6,8.228046,0.5163545
spanish_prompts3,data/test/photo/EXP-1970-05-26-a-i0397.jpg,6,1,12.633112,0.9731339
spanish_prompts3,data/test/photo/IMP-1913-01-18-a-i0043.jpg,6,1,7.7505655,0.2573296
spanish_prompts3,data/test/photo/EXP-1936-07-17-a-i0002.jpg,6,6,10.148003,0.93044496
spanish_prompts3,data/test/photo/IMP-1923-05-14-a-i0034.jpg,6,6,11.345041,0.73709434
spanish_prompts3,data/test/photo/EXP-1948-12-08-a-i0100.jpg,6,0,8.155929,0.45125303
spanish_prompts3,data/test/photo/JDG-1979-11-20-a-i0091.jpg,6,6,8.202642,0.7373347
spanish_prompts3,data/test/photo/EXP-2016-03-22-a-i0009.jpg,6,2,10.121969,0.8597771
spanish_prompts3,data/test/photo/IMP-1940-02-21-a-i0005.jpg,6,6,13.228174,0.9904986
spanish_prompts3,data/test/photo/IMP-1961-09-04-a-i0048.jpg,6,6,9.876402,0.8593281
spanish_prompts3,data/test/photo/IMP-2015-08-22-a-i0196.jpg,6,4,10.211323,0.94992447
spanish_prompts3,data/test/photo/IMP-2002-12-28-a-i0029.jpg,6,5,9.989973,0.7445017
spanish_prompts3,data/test/photo/EXP-1998-10-09-a-i0256.jpg,6,0,7.304409,0.53927994
spanish_prompts3,data/test/photo/GDL-1934-07-16-a-i0002.jpg,6,6,10.488997,0.8329058
spanish_prompts3,data/test/photo/IMP-1948-10-02-a-i0104.jpg,6,6,8.517493,0.5798863
spanish_prompts3,data/test/photo/LCE-1970-06-23-a-i0095.jpg,6,1,6.73432,0.5090124
spanish_prompts3,data/test/photo/LCE-1970-07-28-a-i0070.jpg,6,3,7.8521013,0.5397294
spanish_prompts3,data/test/photo/GDL-1982-12-02-a-i0053.jpg,6,6,10.323675,0.62547797
spanish_prompts3,data/test/photo/EXP-1999-02-26-a-i0228.jpg,6,0,7.5780454,0.3614538
spanish_prompts3,data/test/photo/IMP-1940-02-08-a-i0008.jpg,6,6,14.136528,0.9954255
spanish_prompts3,data/test/photo/GDL-1985-05-04-a-i0023.jpg,6,5,12.396055,0.92836565
spanish_prompts3,data/test/photo/EXP-2010-02-01-a-i0162.jpg,6,2,8.205593,0.4666073
spanish_prompts3,data/test/photo/GDL-1970-05-21-a-i0034.jpg,6,3,9.834246,0.3250738
spanish_prompts3,data/test/photo/IMP-2010-01-26-a-i0273.jpg,6,4,12.000109,0.82300365
spanish_prompts3,data/test/photo/EXP-2003-10-16-a-i0129.jpg,6,6,10.694541,0.92548805
spanish_prompts3,data/test/photo/IMP-2005-05-30-a-i0078.jpg,6,1,8.593153,0.33603263
spanish_prompts3,data/test/photo/IMP-1926-08-25-a-i0008.jpg,6,1,8.405314,0.3210816
spanish_prompts3,data/test/photo/IMP-1952-08-07-a-i0004.jpg,6,6,10.064185,0.8339648
spanish_prompts3,data/test/photo/GDL-1995-11-18-a-i0107.jpg,6,6,9.3598995,0.7536562
spanish_prompts3,data/test/photo/EXP-2011-06-01-a-i0189.jpg,6,2,10.208073,0.5839624
spanish_prompts3,data/test/photo/IMP-2004-02-19-a-i0002.jpg,6,3,7.178851,0.45517117
spanish_prompts3,data/test/photo/IMP-2003-01-17-a-i0027.jpg,6,1,8.872842,0.6767043
spanish_prompts3,data/test/photo/JDG-1909-11-09-a-i0050.jpg,6,1,8.792741,0.5392352
spanish_prompts3,data/test/photo/JDG-1992-09-07-a-i0165.jpg,6,6,10.81148,0.9298203
spanish_prompts3,data/test/photo/EXP-1957-02-04-a-i0014.jpg,6,6,10.403936,0.8195366
spanish_prompts3,data/test/photo/EXP-2014-12-16-a-i0190.jpg,6,2,12.151348,0.670642
spanish_prompts3,data/test/photo/IMP-1993-07-05-a-i0166.jpg,6,6,8.3447,0.6967722
spanish_prompts3,data/test/photo/IMP-1943-06-05-a-i0002.jpg,6,6,13.7195835,0.98901075
spanish_prompts3,data/test/photo/EXP-2007-10-16-a-i0176.jpg,6,2,11.25161,0.63237876
spanish_prompts3,data/test/photo/JDG-1937-11-21-a-i0098.jpg,6,6,8.424167,0.46088558
spanish_prompts3,data/test/photo/EXP-2002-11-11-a-i0237.jpg,6,1,7.85608,0.96795917
spanish_prompts3,data/test/photo/EXP-1936-12-25-a-i0104.jpg,6,6,11.662815,0.9025083
spanish_prompts3,data/test/photo/IMP-2008-11-18-a-i0067.jpg,6,1,6.3524704,0.36972633
spanish_prompts3,data/test/photo/JDG-1979-10-17-a-i0143.jpg,6,1,8.58022,0.63675064
spanish_prompts3,data/test/photo/EXP-1940-11-05-a-i0011.jpg,6,6,9.98172,0.95025945
spanish_prompts3,data/test/photo/EXP-1962-08-21-a-i0108.jpg,6,3,7.4691124,0.47423288
spanish_prompts3,data/test/photo/EXP-2012-06-14-a-i0072.jpg,6,4,5.063664,0.38849634
spanish_prompts3,data/test/photo/IMP-2008-02-13-a-i0283.jpg,6,5,10.963072,0.74660975
spanish_prompts3,data/test/photo/EXP-1940-07-24-a-i0012.jpg,6,6,10.761465,0.816595
spanish_prompts3,data/test/photo/IMP-2002-06-13-a-i0314.jpg,6,6,12.257109,0.97592145
spanish_prompts3,data/test/photo/IMP-1943-02-06-a-i0003_2.jpg,6,6,11.648619,0.97353256
spanish_prompts3,data/test/photo/EXP-1971-12-02-a-i0451.jpg,6,6,10.00964,0.74708366
spanish_prompts3,data/test/photo/EXP-1940-12-13-a-i0002.jpg,6,1,7.2872753,0.5481072
spanish_prompts3,data/test/photo/LCE-1977-12-20-a-i0030.jpg,6,3,8.668993,0.6526003
spanish_prompts3,data/test/photo/IMP-1969-10-08-a-i0121.jpg,6,3,9.465612,0.66886497
spanish_prompts3,data/test/photo/GDL-1985-09-04-a-i0027.jpg,6,1,7.4324145,0.33373484
spanish_prompts3,data/test/photo/LCE-1970-03-16-a-i0098.jpg,6,1,9.011023,0.5779308
spanish_prompts3,data/test/photo/IMP-2016-05-31-a-i0193.jpg,6,3,6.4618034,0.5971003
spanish_prompts3,data/test/photo/IMP-2017-12-23-a-i0248.jpg,6,3,5.445955,0.47373375
spanish_prompts3,data/test/photo/IMP-2015-06-29-a-i0115.jpg,6,2,10.014278,0.55188173
spanish_prompts3,data/test/photo/EXP-1987-10-22-a-i0509.jpg,6,6,9.521218,0.8158705
spanish_prompts3,data/test/photo/IMP-1990-10-02-a-i0036.jpg,6,6,10.832638,0.958076
spanish_prompts3,data/test/photo/LCE-1988-01-12-a-i0057.jpg,6,1,11.951225,0.95360625
spanish_prompts3,data/test/photo/EXP-2008-10-10-a-i0155.jpg,6,1,5.9060874,0.7012346
spanish_prompts3,data/test/photo/EXP-1913-09-17-a-i0084_2.jpg,6,6,10.223433,0.85864264
spanish_prompts3,data/test/photo/GDL-1979-05-08-a-i0045.jpg,6,1,10.364748,0.8265052
spanish_prompts3,data/test/photo/EXP-2002-11-01-a-i0192.jpg,6,4,8.612813,0.47940448
spanish_prompts3,data/test/photo/IMP-1983-10-28-a-i0354.jpg,6,1,11.517176,0.8135986
spanish_prompts3,data/test/photo/IMP-1927-03-07-a-i0026.jpg,6,6,8.689671,0.613963
spanish_prompts3,data/test/photo/IMP-1943-02-06-a-i0003_3.jpg,6,6,8.338125,0.96240556
spanish_prompts3,data/test/photo/GDL-1982-03-17-a-i0121.jpg,6,3,8.821432,0.36769044
spanish_prompts3,data/test/photo/IMP-1981-01-08-a-i0013.jpg,6,6,13.102594,0.987961
spanish_prompts3,data/test/photo/EXP-1941-04-19-a-i0003.jpg,6,6,11.113152,0.98660254
spanish_prompts3,data/test/photo/IMP-1931-02-18-a-i0004.jpg,6,6,9.557473,0.9246059
spanish_prompts3,data/test/photo/IMP-1961-09-08-a-i0166.jpg,6,1,9.125036,0.7477355
spanish_prompts3,data/test/photo/EXP-2008-06-21-a-i0182.jpg,6,3,7.043227,0.4836874
spanish_prompts3,data/test/photo/LCE-1974-11-05-a-i0010.jpg,6,6,8.33811,0.5273259
spanish_prompts3,data/test/photo/EXP-2001-10-30-a-i0026.jpg,6,3,8.175304,0.6059571
spanish_prompts3,data/test/photo/IMP-2008-06-02-a-i0067.jpg,6,2,8.084853,0.45003265
spanish_prompts3,data/test/photo/GDL-1927-10-20-a-i0005.jpg,6,1,10.196753,0.9313567
spanish_prompts3,data/test/photo/EXP-1968-07-02-a-i0132.jpg,6,6,10.386213,0.7095501
spanish_prompts3,data/test/photo/IMP-1949-07-18-a-i0007.jpg,6,6,8.000678,0.6225454
spanish_prompts3,data/test/photo/IMP-1999-12-31-a-i0037.jpg,6,1,10.406221,0.94565046
spanish_prompts3,data/test/photo/EXP-1934-09-17-a-i0013.jpg,6,6,10.043735,0.6572672
spanish_prompts3,data/test/photo/IMP-1997-08-09-a-i0216.jpg,6,3,8.179788,0.42238948
spanish_prompts3,data/test/photo/EXP-1928-11-07-a-i0065.jpg,6,6,9.377335,0.90236247
spanish_prompts3,data/test/photo/IMP-1935-05-23-a-i0005.jpg,6,6,10.922825,0.9904811
spanish_prompts3,data/test/photo/LCE-1956-11-16-a-i0030.jpg,6,1,9.127378,0.83832276
spanish_prompts3,data/test/photo/IMP-1940-08-06-a-i0014.jpg,6,1,10.4035,0.81146365
spanish_prompts3,data/test/photo/IMP-1945-05-09-a-i0006.jpg,6,6,7.4610186,0.48613042
spanish_prompts3,data/test/photo/IMP-1948-06-24-a-i0036.jpg,6,3,7.636546,0.45579985
spanish_prompts3,data/test/photo/IMP-1938-12-15-a-i0014.jpg,6,6,9.135291,0.95297885
spanish_prompts3,data/test/photo/EXP-1936-06-20-a-i0103.jpg,6,1,12.959707,0.96336603
spanish_prompts3,data/test/photo/EXP-1988-05-07-a-i0236.jpg,6,6,6.833898,0.4106163
spanish_prompts3,data/test/photo/JDG-1995-03-30-a-i0189.jpg,6,3,9.184367,0.47237346
spanish_prompts3,data/test/photo/IMP-2010-08-14-a-i0188.jpg,6,4,7.461252,0.3221582
spanish_prompts3,data/test/photo/IMP-2001-10-11-a-i0283.jpg,6,6,7.2170153,0.8409918
spanish_prompts3,data/test/photo/IMP-1977-11-07-a-i0242.jpg,6,1,7.7145205,0.6225704
spanish_prompts3,data/test/photo/EXP-1915-11-19-a-i0077.jpg,6,6,10.8864765,0.8989169
spanish_prompts3,data/test/photo/IMP-1944-08-08-a-i0008.jpg,6,6,9.550514,0.9738781
spanish_prompts3,data/test/photo/EXP-1932-04-08-a-i0060.jpg,6,7,8.424011,0.33599806
spanish_prompts3,data/test/photo/IMP-1966-10-07-a-i0138.jpg,6,1,8.214142,0.86160105
spanish_prompts3,data/test/photo/JDG-1928-05-27-a-i0061.jpg,6,3,10.8683605,0.8301502
spanish_prompts3,data/test/photo/JDG-1945-02-16-a-i0075_2.jpg,6,3,7.141281,0.43761706
spanish_prompts3,data/test/photo/JDG-1969-07-12-a-i0114.jpg,6,6,11.181116,0.5077465
spanish_prompts3,data/test/photo/JDG-1941-10-29-a-i0004.jpg,6,6,9.917336,0.48147494
spanish_prompts3,data/test/photo/EXP-1996-09-14-a-i0295.jpg,6,4,5.4280276,0.564565
spanish_prompts3,data/test/photo/IMP-2004-09-04-a-i0354.jpg,6,6,8.609465,0.44219676
spanish_prompts3,data/test/photo/IMP-2006-10-05-a-i0259.jpg,6,4,5.506306,0.341139
spanish_prompts3,data/test/photo/EXP-1978-11-11-a-i0510.jpg,6,1,11.353191,0.85101473
spanish_prompts3,data/test/photo/IMP-1941-06-23-a-i0009.jpg,6,6,13.550156,0.8134428
spanish_prompts3,data/test/photo/EXP-1995-11-24-a-i0048.jpg,6,4,9.249641,0.90931875
spanish_prompts3,data/test/photo/EXP-1962-02-01-a-i0167.jpg,6,1,11.37719,0.55355483
spanish_prompts3,data/test/photo/IMP-1966-12-26-a-i0116.jpg,6,7,9.429913,0.46029502
