File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
data/test/photo/IMP-2010-01-14-a-i0019.jpg,<image>An image of,photo,"An image of a Haitian woman and children in Port-au-Prince, Haiti, after a 7.0",1,0
data/test/photo/IMP-1969-09-13-a-i0155.jpg,<image>An image of,photo,An image of the excavation of the foundations of the new building.<|endofchunk|>,1,0
data/test/photo/EXP-1966-02-18-a-i0473.jpg,<image>An image of,photo,An image of the Saturn V rocket in flight.<|endofchunk|>,1,0
data/test/photo/IMP-1980-11-07-a-i0383.jpg,<image>An image of,photo,An image of a rugby team in a scrum<|endofchunk|>,1,0
data/test/photo/IMP-1969-10-06-a-i0157.jpg,<image>An image of,photo,"An image of a display at the Royal Horticultural Society's annual show at Wisley, Surrey, in",1,0
data/test/photo/IMP-1949-12-22-a-i0014.jpg,<image>An image of,photo,"An image of the plaque on the front of the building, with a picture of a man in front of it.",1,0
data/test/photo/EXP-1999-02-26-a-i0228.jpg,<image>An image of,photo,An image of a skier holding a flag.<|endofchunk|>,1,0
data/test/photo/EXP-1929-04-20-a-i0006.jpg,<image>An image of,photo,An image of a soldier holding a rifle.<|endofchunk|>,1,0
data/test/photo/IMP-1961-09-04-a-i0048.jpg,<image>An image of,photo,"An image of a group of people gathered around a table, with one person standing on the table and another person standing",1,0
data/test/photo/IMP-1961-09-08-a-i0166.jpg,<image>An image of,photo,An image of a man in a suit and tie. He is wearing glasses and has a mustache. He is,1,0
data/test/photo/IMP-2016-03-02-a-i0381.jpg,<image>An image of,photo,An image of a woman looking at her reflection in the mirror of a car.<|endofchunk|>,1,0
data/test/photo/IMP-1982-06-11-a-i0227.jpg,<image>An image of,photo,An image of The Tower of Babel<|endofchunk|>,1,0
data/test/photo/IMP-1914-04-14-a-i0002.jpg,<image>An image of,photo,An image of Princess Beatrix of the Netherlands.<|endofchunk|>,1,0
data/test/photo/JDG-1990-05-08-a-i0116.jpg,<image>An image of,photo,An image of the Bhopal gas tragedy in 1984.<|endofchunk|>,1,0
data/test/photo/EXP-1988-06-27-a-i0026.jpg,<image>An image of,photo,An image of the bike used by John Surtees in the 1970 Isle of Man TT.<|endofchunk|>,1,0
data/test/photo/EXP-1975-11-27-a-i0296.jpg,<image>An image of,photo,An image of an old coal-burning boiler in a coal-fired power station.<|endofchunk|>,1,0
data/test/photo/JDG-1989-11-07-a-i0090.jpg,<image>An image of,photo,An image of a group of people standing in front of a building holding a poster with a picture of a man and,1,0
data/test/photo/IMP-2006-03-11-a-i0243.jpg,<image>An image of,photo,An image of a man in a suit and tie. He is standing in front of a basketball court. He is,1,0
data/test/photo/IMP-2012-06-27-a-i0062.jpg,<image>An image of,photo,An image of a man and a woman standing in a laboratory. The man is wearing a white lab coat and the,1,0
data/test/photo/EXP-1993-11-12-a-i0261.jpg,<image>An image of,photo,An image of a group of people standing in front of a booth at a trade show.<|endofchunk|>,1,0
data/test/photo/JDG-1937-11-19-a-i0106.jpg,<image>An image of,photo,An image of a woman wearing a fur coat.<|endofchunk|>,1,0
data/test/photo/LCE-1969-07-09-a-i0083.jpg,<image>An image of,photo,An image of a bridge that collapsed in the 1980s.<|endofchunk|>,1,0
data/test/photo/IMP-1945-05-09-a-i0006.jpg,<image>An image of,photo,"An image of Private William Henry Smith of the 2nd Battalion, Royal Sussex Regiment, who was killed in action on",1,0
data/test/photo/IMP-1943-06-05-a-i0002.jpg,<image>An image of,photo,An image of a group of soldiers marching in a parade.<|endofchunk|>,1,0
data/test/photo/JDG-1943-09-20-a-i0023.jpg,<image>An image of,photo,An image of a German Tiger tank in action.<|endofchunk|>,1,0
data/test/photo/EXP-1962-02-01-a-i0167.jpg,<image>An image of,photo,An image of the building in the early 1900s.<|endofchunk|>,1,0
data/test/photo/JDG-1945-04-11-a-i0005.jpg,<image>An image of,photo,An image of a group of young men in uniform standing in front of a group of other young men in uniform.,1,0
data/test/photo/EXP-2005-01-21-a-i0307.jpg,<image>An image of,photo,An image of a man and a woman sitting on a bench in front of a judge and a panel of judges.,1,0
data/test/photo/IMP-1960-07-16-a-i0064.jpg,<image>An image of,photo,An image of a giraffe in a zoo.<|endofchunk|>,1,0
data/test/photo/EXP-1925-02-14-a-i0084.jpg,<image>An image of,photo,An image of the Avro Anson<|endofchunk|>,1,0
data/test/photo/EXP-1996-09-14-a-i0295.jpg,<image>An image of,photo,An image of a woman in the snow.<|endofchunk|>,1,0
data/test/photo/LCE-1970-06-23-a-i0095.jpg,<image>An image of,photo,An image of the car used in the James Bond film 'The Spy Who Loved Me'<|endofchunk|>,1,0
data/test/photo/EXP-2014-01-10-a-i0101_2.jpg,<image>An image of,photo,An image of the Burj Al Arab<|endofchunk|>,1,0
data/test/photo/EXP-1936-12-25-a-i0104.jpg,<image>An image of,photo,"An image of the aftermath of the German bombing of Lille, France, during World War II.<|endofchunk|>",1,0
data/test/photo/EXP-1938-12-12-a-i0119.jpg,<image>An image of,photo,An image of the Great Fire of London in 1666<|endofchunk|>,1,0
data/test/photo/LCE-1974-11-05-a-i0010.jpg,<image>An image of,photo,An image of a basketball game.<|endofchunk|>,1,0
data/test/photo/IMP-2015-06-29-a-i0115.jpg,<image>An image of,photo,An image of the fire at the Glastonbury Festival<|endofchunk|>,1,0
data/test/photo/IMP-1946-05-06-a-i0008.jpg,<image>An image of,photo,An image of a group of people standing in front of a group of people standing in front of a group of people,1,0
data/test/photo/EXP-2007-06-21-a-i0331.jpg,<image>An image of,photo,An image of a tree in the forest.<|endofchunk|>,1,0
data/test/photo/EXP-1950-03-31-a-i0008.jpg,<image>An image of,photo,An image of General Sir Bernard Freyberg (right) and General Sir Bernard Freyberg (left) in,1,0
data/test/photo/IMP-1958-10-24-a-i0187.jpg,<image>An image of,photo,An image of the wreckage of a Sherman tank that was hit by a mine during the Battle of Anzio,1,0
data/test/photo/EXP-1978-11-11-a-i0510.jpg,<image>An image of,photo,An image of a man and woman standing in front of a door. The man is holding a key and the woman,1,0
data/test/photo/EXP-1957-02-04-a-i0014.jpg,<image>An image of,photo,"An image of the late King Hussein of Jordan with his son, Prince Faisal bin Hussein, and the late",1,0
data/test/photo/IMP-1967-04-21-a-i0279.jpg,<image>An image of,photo,An image of a man wearing a black jacket and a white cross on his chest. He is sitting on a couch,1,0
data/test/photo/EXP-1940-07-24-a-i0012.jpg,<image>An image of,photo,An image of a group of men standing in front of a building<|endofchunk|>,1,0
data/test/photo/JDG-1945-02-16-a-i0075.jpg,<image>An image of,photo,An image of The Man Who Came to Dinner by Noel Coward<|endofchunk|>,1,0
data/test/photo/IMP-1928-07-27-a-i0003.jpg,<image>An image of,photo,"An image of Lt. Col. John F. Kennedy, who was killed in action during World War II, is",1,0
data/test/photo/EXP-1987-06-09-a-i0138.jpg,<image>An image of,photo,An image of the orchestra from the opening night of the concert.<|endofchunk|>,1,0
data/test/photo/IMP-2002-06-13-a-i0314.jpg,<image>An image of,photo,An image of a man standing in front of a group of children.<|endofchunk|>,1,0
data/test/photo/IMP-1956-01-23-a-i0034.jpg,<image>An image of,photo,"An image of the burning of a police station in Hyderabad, India, during the Quit India Movement.",1,0
data/test/photo/IMP-1939-04-29-a-i0002.jpg,<image>An image of,photo,An image of a woman in a bathing suit<|endofchunk|>,1,0
data/test/photo/GDL-1951-03-09-a-i0008.jpg,<image>An image of,photo,"An image of Lieutenant-Colonel William Henry Hutton, VC, DSO, MC, DFC and Bar,",1,0
data/test/photo/EXP-2006-08-03-a-i0195.jpg,<image>An image of,photo,"An image of two young men, one wearing a red baseball cap and the other wearing a black t-shirt.",1,0
data/test/photo/EXP-2003-04-09-a-i0164.jpg,<image>An image of,photo,An image of a man in a suit and tie speaking to a woman in a suit and tie.<|endofchunk|>,1,0
data/test/photo/IMP-1998-07-13-a-i0062.jpg,<image>An image of,photo,An image of a man standing in front of a La Poste sign.<|endofchunk|>,1,0
data/test/photo/IMP-1936-03-10-a-i0003.jpg,<image>An image of,photo,An image of a crowd of people in the streets of Paris during the German occupation of France during World War I.,1,0
data/test/photo/JDG-1941-10-29-a-i0004.jpg,<image>An image of,photo,An image of the Berliner Philharmonie<|endofchunk|>,1,0
data/test/photo/EXP-1941-04-19-a-i0003.jpg,<image>An image of,photo,"An image of the fire at the port of Thessaloniki, Greece, during the Greek War of Independence",1,0
data/test/photo/IMP-1936-05-11-a-i0011.jpg,<image>An image of,photo,An image of a Swiss Air Force P-51D Mustang<|endofchunk|>,1,0
data/test/photo/EXP-2004-11-29-a-i0091.jpg,<image>An image of,photo,"An image of Mother Marianne Cope, the founder of the Sisters of Charity of the Blessed Virgin Mary",1,0
data/test/photo/GDL-1985-09-04-a-i0027.jpg,<image>An image of,photo,"An image of the former head of the National Security Agency, General Keith Alexander.<|endofchunk|>",1,0
data/test/photo/GDL-1927-10-20-a-i0005.jpg,<image>An image of,photo,An image of the head and shoulders of a middle-aged man in a suit and tie. He is wearing a,1,0
data/test/photo/IMP-2005-05-30-a-i0078.jpg,<image>An image of,photo,An image of a woman wearing a traditional Bavarian costume.<|endofchunk|>,1,0
data/test/photo/IMP-1964-09-14-a-i0232.jpg,<image>An image of,photo,An image of the funeral of King George V and Queen Mary<|endofchunk|>,1,0
data/test/photo/IMP-1938-02-02-a-i0008.jpg,<image>An image of,photo,An image of a nurse in uniform.<|endofchunk|>,1,0
data/test/photo/IMP-2016-04-07-a-i0034.jpg,<image>An image of,photo,An image of Peter Greste.<|endofchunk|>,1,0
data/test/photo/GDL-1925-12-14-a-i0044.jpg,<image>An image of,photo,An image of a sledding party in the snow<|endofchunk|>,1,0
data/test/photo/EXP-1956-04-06-a-i0012.jpg,<image>An image of,photo,An image of a wrecked train.<|endofchunk|>,1,0
data/test/photo/EXP-2016-03-22-a-i0009.jpg,<image>An image of,photo,An image of Richard Branson speaking at a conference.<|endofchunk|>,1,0
data/test/photo/EXP-2011-06-01-a-i0189.jpg,<image>An image of,photo,"An image of Carlos Slim, the richest man in the world.<|endofchunk|>",1,0
data/test/photo/IMP-2001-08-24-a-i0185.jpg,<image>An image of,photo,An image of Two Horses<|endofchunk|>,1,0
data/test/photo/EXP-2007-09-04-a-i0328.jpg,<image>An image of,photo,An image of a woman holding a glass of wine<|endofchunk|>,1,0
data/test/photo/IMP-1913-01-18-a-i0043.jpg,<image>An image of,photo,"An image of the late Rev. William H. McIntosh, pastor of the First Presbyterian Church, taken",1,0
data/test/photo/IMP-1948-10-02-a-i0104.jpg,<image>An image of,photo,An image of Secretary of State George C. Marshall (left) and Secretary of Defense George C. Marshall (right,1,0
data/test/photo/EXP-1968-07-02-a-i0132.jpg,<image>An image of,photo,An image of a farm with hay bales in the foreground and a barn in the background.<|endofchunk|>,1,0
data/test/photo/IMP-1944-08-08-a-i0008.jpg,<image>An image of,photo,An image of two horses in harness.<|endofchunk|>,1,0
data/test/photo/EXP-1988-05-07-a-i0236.jpg,<image>An image of,photo,An image of a group of people standing in front of a stereo system. The man in the middle is holding a,1,0
data/test/photo/LCE-1969-01-09-a-i0002.jpg,<image>An image of,photo,An image of Aerial view of a village in the mountains<|endofchunk|>,1,0
data/test/photo/IMP-1943-02-06-a-i0003_3.jpg,<image>An image of,photo,An image of a swan in a shop window<|endofchunk|>,1,0
data/test/photo/IMP-2002-11-08-a-i0065.jpg,<image>An image of,photo,An image of a group of swimmers in a pool.<|endofchunk|>,1,0
data/test/photo/EXP-2007-12-27-a-i0146.jpg,<image>An image of,photo,An image of Jens Lehmann taken during his playing days for Borussia Moenchengladbach,1,0
data/test/photo/EXP-2003-10-16-a-i0129.jpg,<image>An image of,photo,An image of a woman lying on a bed with a gun in her hand.<|endofchunk|>,1,0
data/test/photo/GDL-1993-03-13-a-i0130.jpg,<image>An image of,photo,An image of Michael Schumacher<|endofchunk|>,1,0
data/test/photo/EXP-1928-11-07-a-i0065.jpg,<image>An image of,photo,"An image of the church in St. Moritz, Switzerland.<|endofchunk|>",1,0
data/test/photo/EXP-2009-06-27-a-i0182.jpg,<image>An image of,photo,An image of Roger Federer<|endofchunk|>,1,0
data/test/photo/IMP-1965-12-30-a-i0057.jpg,<image>An image of,photo,"An image of Sir Anthony Eden, Prime Minister of the United Kingdom, taken in the House of Commons, London,",1,0
data/test/photo/EXP-1965-12-16-a-i0130.jpg,<image>An image of,photo,An image of a flooded building in the 1940s.<|endofchunk|>,1,0
data/test/photo/IMP-1926-12-28-a-i0009.jpg,<image>An image of,photo,An image of Two young men holding a bouquet of flowers.<|endofchunk|>,1,0
data/test/photo/IMP-1969-10-08-a-i0121.jpg,<image>An image of,photo,An image of Untitled (Abstract) by Robert Rauschenberg<|endofchunk|>,1,0
data/test/photo/LCE-1988-01-12-a-i0057.jpg,<image>An image of,photo,"An image of the Olympic Games in Los Angeles, 1932.<|endofchunk|>",1,0
data/test/photo/EXP-2012-06-13-a-i0167.jpg,<image>An image of,photo,An image of a man wearing a suit and tie. He is smiling and looking at the camera.<|endofchunk|>,1,0
data/test/photo/IMP-1968-02-01-a-i0304.jpg,<image>An image of,photo,An image of a Porsche 356 Speedster being driven by a man in a white suit.<|endofchunk|>,1,0
data/test/photo/IMP-2008-02-13-a-i0283.jpg,<image>An image of,photo,An image of a robot operating on a patient.<|endofchunk|>,1,0
data/test/photo/EXP-1972-07-26-a-i0286.jpg,<image>An image of,photo,An image of Marlene Dietrich<|endofchunk|>,1,0
data/test/photo/EXP-1962-08-21-a-i0108.jpg,<image>An image of,photo,An image of a man on a motorbike. He is wearing a white helmet and a black leather jacket.,1,0
data/test/photo/EXP-2000-01-31-a-i0255.jpg,<image>An image of,photo,"An image of the author and his wife, taken from a newspaper clipping.<|endofchunk|>",1,0
data/test/photo/JDG-1975-10-18-a-i0186.jpg,<image>An image of,photo,An image of a wine glass with a Greek figure on it.<|endofchunk|>,1,0
data/test/photo/JDG-1937-11-21-a-i0098.jpg,<image>An image of,photo,An image of the original building in the 1920s. (Courtesy of the City of Los Angeles)<|endofchunk|>,1,0
data/test/photo/EXP-2000-10-18-a-i0167.jpg,<image>An image of,photo,An image of Mary Dyer<|endofchunk|>,1,0
data/test/photo/EXP-1988-08-20-a-i0138.jpg,<image>An image of,photo,An image of a group of elderly people sitting at a table in a restaurant.<|endofchunk|>,1,0
data/test/photo/JDG-1969-07-12-a-i0114.jpg,<image>An image of,photo,An image of the exterior of a building with a row of columns in the foreground and a row of columns in the,1,0
data/test/photo/EXP-2002-02-14-a-i0206.jpg,<image>An image of,photo,"An image of Dr. Ruth Bader Ginsburg and her mother, Ruth Bader Ginsburg, in",1,0
data/test/photo/IMP-1941-08-29-a-i0071.jpg,<image>An image of,photo,An image of a woman wearing a wedding dress.<|endofchunk|>,1,0
data/test/photo/EXP-1940-11-05-a-i0011.jpg,<image>An image of,photo,"An image of the bust of General Lafayette in the Lafayette Park in Washington, D.C.<|endofchunk|>",1,0
data/test/photo/IMP-2004-06-19-a-i0149.jpg,<image>An image of,photo,An image of Bruce Willis and Demi Moore<|endofchunk|>,1,0
data/test/photo/EXP-1912-07-13-a-i0109.jpg,<image>An image of,photo,An image of a group of children dancing in front of a house.<|endofchunk|>,1,0
data/test/photo/GDL-1991-06-01-a-i0197.jpg,<image>An image of,photo,An image of a group of children digging in the dirt.<|endofchunk|>,1,0
data/test/photo/EXP-1989-06-08-a-i0011.jpg,<image>An image of,photo,"An image of the helicopter that crashed on the roof of a building at the University of the West Indies, Mona",1,0
data/test/photo/IMP-1977-11-07-a-i0242.jpg,<image>An image of,photo,An image of Philippe Gallois<|endofchunk|>,1,0
data/test/photo/EXP-1969-10-17-a-i0065.jpg,<image>An image of,photo,An image of a man carrying a child on his back.<|endofchunk|>,1,0
data/test/photo/IMP-1944-09-14-a-i0067.jpg,<image>An image of,photo,An image of the wreckage of the Lockheed L-1049A Constellation.<|endofchunk|>,1,0
data/test/photo/EXP-1990-11-24-a-i0086.jpg,<image>An image of,photo,"An image of Act II, Scene 1 from The Merchant of Venice<|endofchunk|>",1,0
data/test/photo/GDL-1935-05-12-a-i0074.jpg,<image>An image of,photo,An image of The ruins of the church of St. John the Baptist in the village of St. John in the,1,0
data/test/photo/IMP-1993-07-05-a-i0166.jpg,<image>An image of,photo,An image of children playing with boxes.<|endofchunk|>,1,0
data/test/photo/EXP-2010-05-04-a-i0036.jpg,<image>An image of,photo,An image of a woman wearing a grey coat and a scarf. She is standing in front of a sign that reads,1,0
data/test/photo/JDG-1984-01-16-a-i0145.jpg,<image>An image of,photo,An image of the man who was shot and killed by police in the early hours of Sunday morning.<|endofchunk|>,1,0
data/test/photo/EXP-2002-11-14-a-i0041.jpg,<image>An image of,photo,"An image of the stage at the opening ceremony of the International Festival of Arts and Sciences in Geneva, Switzerland, in",1,0
data/test/photo/IMP-2013-01-24-a-i0107.jpg,<image>An image of,photo,"An image of the author, Susan Orlean.<|endofchunk|>",1,0
data/test/photo/GDL-1934-07-16-a-i0002.jpg,<image>An image of,photo,An image of the train station at the end of the line in the early 1900s.<|endofchunk|>,1,0
data/test/photo/LCE-1978-10-27-a-i0067.jpg,<image>An image of,photo,An image of Richard Pryor<|endofchunk|>,1,0
data/test/photo/EXP-2017-04-22-a-i0197.jpg,<image>An image of,photo,An image of a volleyball match between the women's national team of the Netherlands and the women's national team of,1,0
data/test/photo/IMP-1945-07-28-a-i0096.jpg,<image>An image of,photo,An image of a group of men standing in front of a building.<|endofchunk|>,1,0
data/test/photo/EXP-1987-01-03-a-i0205.jpg,<image>An image of,photo,An image of a man with a moustache.<|endofchunk|>,1,0
data/test/photo/EXP-1970-06-20-a-i0575.jpg,<image>An image of,photo,"An image of the author, taken in the 1960s, when he was a member of the Communist Party of Great",1,0
data/test/photo/EXP-1936-07-17-a-i0002.jpg,<image>An image of,photo,An image of a group of boys marching in a parade.<|endofchunk|>,1,0
data/test/photo/IMP-1953-12-23-a-i0123.jpg,<image>An image of,photo,An image of a team of Clydesdale horses pulling a cart<|endofchunk|>,1,0
data/test/photo/IMP-1940-06-22-a-i0008.jpg,<image>An image of,photo,An image of Fidel Castro<|endofchunk|>,1,0
data/test/photo/IMP-1946-09-13-a-i0004.jpg,<image>An image of,photo,An image of President John F. Kennedy and First Lady Jacqueline Kennedy on the steps of the U.S,1,0
data/test/photo/IMP-1952-08-07-a-i0004.jpg,<image>An image of,photo,An image of the Lake of the Clouds in Glacier National Park.<|endofchunk|>,1,0
data/test/photo/IMP-1983-10-28-a-i0354.jpg,<image>An image of,photo,"An image of Window of the Temple of the Sun, Palmyra, Syria by Anonymous<|endofchunk|>",1,0
data/test/photo/JDG-1990-02-23-a-i0168.jpg,<image>An image of,photo,An image of the front cover of the band's first album.<|endofchunk|>,1,0
data/test/photo/IMP-1932-09-19-a-i0005.jpg,<image>An image of,photo,"An image of Queen Elizabeth II and the Prime Minister of India, Pandit Jawaharlal Nehru",1,0
data/test/photo/IMP-2013-01-05-a-i0213.jpg,<image>An image of,photo,An image of a waitress in a restaurant.<|endofchunk|>,1,0
data/test/photo/GDL-1939-10-30-a-i0044.jpg,<image>An image of,photo,An image of a cannon<|endofchunk|>,1,0
data/test/photo/IMP-2009-12-01-a-i0072.jpg,<image>An image of,photo,An image of Santa Claus holding a gift<|endofchunk|>,1,0
data/test/photo/EXP-1913-09-17-a-i0084_2.jpg,<image>An image of,photo,An image of the Duke and Duchess of York (later King George VI and Queen Elizabeth II) leaving Buckingham Palace,1,0
data/test/photo/GDL-1980-05-08-a-i0114.jpg,<image>An image of,photo,An image of people standing in a queue outside a car showroom in the early 1980s.<|endofchunk|>,1,0
data/test/photo/EXP-1928-01-09-a-i0056.jpg,<image>An image of,photo,An image of the head of a man in a suit and tie. He is wearing a dark suit with a white,1,0
data/test/photo/IMP-1968-08-09-a-i0158.jpg,<image>An image of,photo,An image of the building in the early 1900s.<|endofchunk|>,1,0
data/test/photo/IMP-2011-11-08-a-i0030.jpg,<image>An image of,photo,"An image of the town of Lucerne, Switzerland, with a rainbow in the foreground.<|endofchunk|>",1,0
data/test/photo/EXP-1979-08-10-a-i0158.jpg,<image>An image of,photo,An image of a large hole in the ground.<|endofchunk|>,1,0
data/test/photo/EXP-1928-03-06-a-i0061.jpg,<image>An image of,photo,"An image of the interior of St. Peter and Paul Church in Bamberg, Germany.<|endofchunk|>",1,0
data/test/photo/EXP-1900-12-31-a-i0138_2.jpg,<image>An image of,photo,An image of a boy in a nurse's uniform.<|endofchunk|>,1,0
data/test/photo/EXP-2012-02-11-a-i0244.jpg,<image>An image of,photo,An image of a man and a woman standing in front of a bookshelf. The man is wearing a suit and,1,0
data/test/photo/IMP-2008-03-18-a-i0121.jpg,<image>An image of,photo,An image of John Cleese<|endofchunk|>,1,0
data/test/photo/IMP-1917-02-20-a-i0007.jpg,<image>An image of,photo,An image of a French soldier saluting a German officer.<|endofchunk|>,1,0
data/test/photo/IMP-2014-03-27-a-i0062.jpg,<image>An image of,photo,An image of French Montana<|endofchunk|>,1,0
data/test/photo/EXP-1994-08-23-a-i0129.jpg,<image>An image of,photo,"An image of the author, Dr. Robert C. May, taken in the mid-1990s.<|endofchunk|>",1,0
data/test/photo/EXP-1971-09-15-a-i0392.jpg,<image>An image of,photo,An image of a Bedouin man holding a sword.<|endofchunk|>,1,0
data/test/photo/IMP-1927-03-07-a-i0026.jpg,<image>An image of,photo,An image of the construction of the Great Western Railway viaduct over the River Severn.<|endofchunk|>,1,0
data/test/photo/IMP-2015-08-22-a-i0196.jpg,<image>An image of,photo,An image of a woman playing with balloons.<|endofchunk|>,1,0
data/test/photo/EXP-1970-05-26-a-i0397.jpg,<image>An image of,photo,An image of a goalkeeper in action.<|endofchunk|>,1,0
data/test/photo/EXP-2015-04-24-a-i0167.jpg,<image>An image of,photo,"An image of Bangladesh Prime Minister Sheikh Hasina is displayed during a protest in Dhaka, Bangladesh, Tuesday,",1,0
data/test/photo/IMP-2014-01-29-a-i0191.jpg,<image>An image of,photo,An image of the player that this statistic is related to.<|endofchunk|>,1,0
data/test/photo/EXP-1913-11-21-a-i0082.jpg,<image>An image of,photo,An image of the wreckage of the Great Northern Railway train<|endofchunk|>,1,0
data/test/photo/EXP-1915-11-19-a-i0077.jpg,<image>An image of,photo,An image of a ship docked at a wharf.<|endofchunk|>,1,0
data/test/photo/IMP-1948-06-24-a-i0036.jpg,<image>An image of,photo,An image of a cyclist with a group of people in the background. The cyclist is wearing a jersey with,1,0
data/test/photo/GDL-1985-05-04-a-i0023.jpg,<image>An image of,photo,An image of a woman sitting at a computer.<|endofchunk|>,1,0
data/test/photo/IMP-1960-07-25-a-i0010.jpg,<image>An image of,photo,An image of Marlene Dietrich<|endofchunk|>,1,0
data/test/photo/JDG-1937-10-07-a-i0003.jpg,<image>An image of,photo,An image of a group of men in uniform standing in front of a plane.<|endofchunk|>,1,0
data/test/photo/GDL-1966-07-28-a-i0169.jpg,<image>An image of,photo,An image of the wedding dress worn by the bride.<|endofchunk|>,1,0
data/test/photo/IMP-1992-10-17-a-i0264.jpg,<image>An image of,photo,An image of Le Cadeau Hauterive in the rain<|endofchunk|>,1,0
data/test/photo/IMP-1941-09-09-a-i0010.jpg,<image>An image of,photo,An image of a railroad yard in the early 1900s.<|endofchunk|>,1,0
data/test/photo/EXP-1938-03-31-a-i0087.jpg,<image>An image of,photo,"An image of a man in a white corset and black stockings, holding a sword in his right hand",1,0
data/test/photo/IMP-1923-05-14-a-i0034.jpg,<image>An image of,photo,An image of Boxing by Anonymous<|endofchunk|>,1,0
data/test/photo/IMP-1963-07-24-a-i0171.jpg,<image>An image of,photo,An image of the wedding of Princess Margaret and Antony Armstrong-Jones<|endofchunk|>,1,0
data/test/photo/IMP-1966-10-07-a-i0138.jpg,<image>An image of,photo,"An image of the match between Dundee United and St Johnstone, played at Dens Park, Dundee on",1,0
data/test/photo/IMP-1974-11-11-a-i0066.jpg,<image>An image of,photo,An image of a large gathering of people in a hall.<|endofchunk|>,1,0
data/test/photo/IMP-2004-02-19-a-i0002.jpg,<image>An image of,photo,An image of children sitting on a stage<|endofchunk|>,1,0
data/test/photo/EXP-1987-03-11-a-i0009.jpg,<image>An image of,photo,An image of a woman working in a laboratory.<|endofchunk|>,1,0
data/test/photo/IMP-1934-12-26-a-i0010.jpg,<image>An image of,photo,An image of soldiers from the Royal Scots Greys<|endofchunk|>,1,0
data/test/photo/JDG-1978-12-19-a-i0056.jpg,<image>An image of,photo,An image of the signing of the Treaty of Peace and Friendship between the Soviet Union and the United States of America,1,0
data/test/photo/EXP-1993-11-05-a-i0131.jpg,<image>An image of,photo,An image of Joan Baez<|endofchunk|>,1,0
data/test/photo/EXP-2002-04-06-a-i0048.jpg,<image>An image of,photo,An image of the library in the 1970s.<|endofchunk|>,1,0
data/test/photo/IMP-2010-01-26-a-i0273.jpg,<image>An image of,photo,An image of the author.<|endofchunk|>,1,0
data/test/photo/JDG-1986-08-16-a-i0178.jpg,<image>An image of,photo,An image of the demolition of the old Wembley Stadium<|endofchunk|>,1,0
data/test/photo/GDL-1982-03-17-a-i0121.jpg,<image>An image of,photo,"An image of Robert F. Kennedy at the Democratic National Convention in Chicago, Illinois, in 1968.<|endofchunk|>",1,0
data/test/photo/IMP-2012-05-18-a-i0083.jpg,<image>An image of,photo,An image of the Renault Megane.<|endofchunk|>,1,0
data/test/photo/IMP-1966-12-10-a-i0326.jpg,<image>An image of,photo,An image of the signing of the agreement between the United States and the Republic of China (Taiwan) in,1,0
data/test/photo/JDG-1958-01-11-a-i0079.jpg,<image>An image of,photo,"An image of Indira Gandhi with her husband, Prime Minister Rajiv Gandhi, and her son, Sanjay Gandhi",1,0
data/test/photo/IMP-2015-06-23-a-i0053.jpg,<image>An image of,photo,An image of a woman holding two babies.<|endofchunk|>,1,0
data/test/photo/IMP-1949-07-18-a-i0007.jpg,<image>An image of,photo,An image of the interior of the Church of the Holy Sepulchre in Jerusalem.<|endofchunk|>,1,0
data/test/photo/JDG-1982-04-21-a-i0076.jpg,<image>An image of,photo,An image of the interior of the Museum of Natural History.<|endofchunk|>,1,0
data/test/photo/IMP-2001-08-15-a-i0127.jpg,<image>An image of,photo,An image of a tank in front of a mosque.<|endofchunk|>,1,0
data/test/photo/LCE-1982-12-14-a-i0038.jpg,<image>An image of,photo,An image of a climber on a mountain<|endofchunk|>,1,0
data/test/photo/EXP-1961-06-08-a-i0104.jpg,<image>An image of,photo,An image of Le Mans 24 hour race<|endofchunk|>,1,0
data/test/photo/IMP-1949-03-03-a-i0063.jpg,<image>An image of,photo,An image of soldiers marching in a parade.<|endofchunk|>,1,0
data/test/photo/IMP-1966-12-26-a-i0116.jpg,<image>An image of,photo,An image of the Malmsteen scorecard.<|endofchunk|>,1,0
data/test/photo/IMP-2000-05-29-a-i0059.jpg,<image>An image of,photo,An image of a young girl in a white raincoat with a parasol in her hand. She is standing,1,0
data/test/photo/IMP-2016-08-05-a-i0071.jpg,<image>An image of,photo,An image of a woman taking a photo with her phone.<|endofchunk|>,1,0
data/test/photo/EXP-2002-11-11-a-i0237.jpg,<image>An image of,photo,An image of a hockey player in action.<|endofchunk|>,1,0
data/test/photo/IMP-1949-04-14-a-i0055.jpg,<image>An image of,photo,An image of the funeral of Queen Victoria<|endofchunk|>,1,0
data/test/photo/EXP-2016-01-22-a-i0238.jpg,<image>An image of,photo,An image of actor Gerard Butler driving a car.<|endofchunk|>,1,0
data/test/photo/JDG-1979-11-20-a-i0091.jpg,<image>An image of,photo,An image of a traffic jam in the 1980s.<|endofchunk|>,1,0
data/test/photo/EXP-1948-12-08-a-i0100.jpg,<image>An image of,photo,An image of Aerial view of the area of the attack on the airfield of the airfield of the air,1,0
data/test/photo/EXP-1987-08-13-a-i0007.jpg,<image>An image of,photo,An image of the author's father.<|endofchunk|>,1,0
